alpha_acq_sh_in,alpha_ext_sh_in,alpha_acq_nosh_in,alpha_ext_nosh_in,Q0_in,alpha_acq_sh_out,alpha_ext_sh_out,alpha_acq_nosh_out,alpha_ext_nosh_out,Q0_out
0.95,0.95,0.95,0.65,0.35,0.950002638610385,0.949999501435741,0.949996738027039,0.650001184238135,0.350004960257138
0.05,0.05,0.05,0.95,0.35,0.0499981316024787,0.0500038914833567,0.0499931616723188,0.950005449885793,0.350009354038775
0.35,0.05,0.05,0.95,0.35,0.349999711383134,0.049994645640254,0.0500001843320206,0.949988111387938,0.349975245655514
0.65,0.05,0.05,0.95,0.35,0.650004538125359,0.0499999842140824,0.0500020976469386,0.95002632541582,0.350018774392083
0.95,0.05,0.05,0.95,0.35,0.950003379955888,0.04999715462327,0.050001569557935,0.950006211176515,0.35001284070313
0.05,0.35,0.05,0.95,0.35,0.0500000800402631,0.349997916409848,0.050000808765617,0.949981111663874,0.350020306756051
0.35,0.35,0.05,0.95,0.35,0.350002483624849,0.350000945887587,0.0500010871473933,0.950003755031503,0.349975221215573
0.65,0.35,0.05,0.95,0.35,0.649997593718581,0.350001551327296,0.0499987688381225,0.949989652028307,0.350006205961108
0.95,0.35,0.05,0.95,0.35,0.949989925487898,0.349997860495932,0.0500014032004401,0.950009626569226,0.349982251762412
0.05,0.65,0.05,0.95,0.35,0.0499993833946064,0.649998309207149,0.0499947726493701,0.949978087912314,0.350001530139707
0.35,0.65,0.05,0.95,0.35,0.349999938625842,0.65000079118181,0.0499999496387318,0.949992795707658,0.350038982229307
0.65,0.65,0.05,0.95,0.35,0.649993827217259,0.649996903026477,0.0499951344681904,0.94998516025953,0.349947659298778
0.95,0.65,0.05,0.95,0.35,0.950008878135122,0.649998062290251,0.0500038692262024,0.950002124416642,0.350016767042689
0.05,0.95,0.05,0.95,0.35,0.0499998051673174,0.949999650241807,0.0499987488146871,0.949995941016823,0.350022551137954
0.35,0.95,0.05,0.95,0.35,0.350002214312553,0.949995816219598,0.0499979231972247,0.949990147841163,0.349993424490094
0.65,0.95,0.05,0.95,0.35,0.649997355596497,0.94999390637895,0.0499999015846697,0.949993223841375,0.350006296586798
0.95,0.95,0.05,0.95,0.35,0.950015272574092,0.949998631018389,0.0500000748288585,0.950014132933575,0.349944344685355
0.05,0.05,0.35,0.95,0.35,0.0500016702208086,0.0499985943970387,0.350018233169976,0.94995361972542,0.350036339914368
0.35,0.05,0.35,0.95,0.35,0.350007903645746,0.0499973984551616,0.350005859480007,0.949998598371167,0.350023329578107
0.65,0.05,0.35,0.95,0.35,0.650009047007188,0.0500027572270483,0.349997120909393,0.95001526537817,0.349976969417185
0.95,0.05,0.35,0.95,0.35,0.949993766844273,0.0499933511018753,0.349987708032131,0.949984937906265,0.350020997226238
0.05,0.35,0.35,0.95,0.35,0.0499996402213583,0.349996315908356,0.349995429513001,0.949977255737394,0.350023566896198
0.35,0.35,0.35,0.95,0.35,0.349999709800613,0.349995707632843,0.349997285615245,0.949993544301833,0.350006143977225
0.65,0.35,0.35,0.95,0.35,0.649996957741678,0.349996302626096,0.349996634526178,0.94998178712558,0.349991915281862
0.95,0.35,0.35,0.95,0.35,0.949994868045906,0.350004002044443,0.349993360112421,0.95000555110164,0.349998688674532
0.05,0.65,0.35,0.95,0.35,0.0500006478505384,0.64999498897123,0.350005057329327,0.949987238274844,0.350012467151828
0.35,0.65,0.35,0.95,0.35,0.349995084106922,0.650000026449561,0.349991634488106,0.949986374005675,0.349974213168025
0.65,0.65,0.35,0.95,0.35,0.650003931601532,0.650002171751112,0.349999350961298,0.949994683032855,0.349987725145184
0.95,0.65,0.35,0.95,0.35,0.94997617288027,0.649996242369525,0.349996970850043,0.949988356907852,0.350015393109061
0.05,0.95,0.35,0.95,0.35,0.0499993270495906,0.949994022375904,0.349998954101466,0.949993898742832,0.349970061099157
0.35,0.95,0.35,0.95,0.35,0.349999295780435,0.950011016451754,0.349999113474041,0.949991825968027,0.350016117095947
0.65,0.95,0.35,0.95,0.35,0.650014411658049,0.949997289571911,0.350002252496779,0.949996706098318,0.350030312780291
0.95,0.95,0.35,0.95,0.35,0.949991555302404,0.949998072115704,0.350000974955037,0.950004438171163,0.349944706307724
0.05,0.05,0.65,0.95,0.35,0.0499999597668648,0.0499989930540323,0.649986730888486,0.950014933943748,0.349958596751094
0.35,0.05,0.65,0.95,0.35,0.350000225691474,0.050001236711978,0.649998682485602,0.950021576405561,0.350026637956034
0.65,0.05,0.65,0.95,0.35,0.650001331232488,0.0499949741642922,0.649997691158205,0.950005354825407,0.350033307331614
0.95,0.05,0.65,0.95,0.35,0.949999259319156,0.0500020118197426,0.649992891936563,0.94999788235873,0.349961206549779
0.05,0.35,0.65,0.95,0.35,0.0499994563870132,0.349999589845538,0.649989379569888,0.94999676477164,0.350003650877625
0.35,0.35,0.65,0.95,0.35,0.349999728758121,0.350002776947804,0.649991028069053,0.949999129166827,0.350042846432189
0.65,0.35,0.65,0.95,0.35,0.649998020497151,0.349997467827052,0.650001736939885,0.949993161484599,0.350023260805756
0.95,0.35,0.65,0.95,0.35,0.949986373008869,0.34999393815815,0.649994791856443,0.949995251823566,0.349975596123841
0.05,0.65,0.65,0.95,0.35,0.0499998746963684,0.64999718539184,0.650013677193783,0.950002173543908,0.349984339234652
0.35,0.65,0.65,0.95,0.35,0.349995122291148,0.649994056206197,0.649990183766931,0.949991647154093,0.349951829761267
0.65,0.65,0.65,0.95,0.35,0.649991485173814,0.650004530674778,0.649992010556161,0.950003327452578,0.350017850054428
0.95,0.65,0.65,0.95,0.35,0.949993449728936,0.650010069366544,0.650002324953675,0.950003810692579,0.350015802308917
0.05,0.95,0.65,0.95,0.35,0.0499974846898112,0.950000649034337,0.649972010251076,0.949994131384301,0.349991165727261
0.35,0.95,0.65,0.95,0.35,0.350005072101339,0.950003546278822,0.650004086432091,0.949997624753451,0.34997806363026
0.65,0.95,0.65,0.95,0.35,0.650001622321724,0.94998410102562,0.64999816618365,0.950001709112257,0.349948989787663
0.95,0.95,0.65,0.95,0.35,0.949994913185947,0.949997479445301,0.649999202927575,0.95000156853348,0.350019266596064
0.05,0.05,0.95,0.95,0.35,0.0499994561541826,0.0500083063998318,0.949997479576268,0.950014452228061,0.349961663909198
0.35,0.05,0.95,0.95,0.35,0.350003986153752,0.0500041203340515,0.949997713090852,0.949998455820605,0.349955498240888
0.65,0.05,0.95,0.95,0.35,0.649998463341035,0.0499964217888191,0.949988374719396,0.949999168864451,0.349998168530874
0.95,0.05,0.95,0.95,0.35,0.949992717709392,0.0500033129937947,0.949992084410042,0.949999691918492,0.350041189230978
