alpha0_in,eta0_in,kappa_in,eta_sh_in,eta_nosh_in,alpha0_out,eta0_out,kappa_out,eta_sh_out,eta_nosh_out
0.95,0.95,0.35,0.95,0.05,0.950097510958585,0.950003521629696,0.350022170880038,0.949887863287586,0.0499958912223519
0.05,0.05,0.65,0.95,0.05,0.0500504605879541,0.0500330878712703,0.65003319416428,0.949914695869666,0.0499836742528714
0.35,0.05,0.65,0.95,0.05,0.349917984101921,0.0499306916899513,0.649987985321786,0.950046490193927,0.0500074397859862
0.65,0.05,0.65,0.95,0.05,0.650108663040101,0.0500678649409565,0.649978582886433,0.95003819723388,0.050000777941932
0.95,0.05,0.65,0.95,0.05,0.949978172779083,0.0499257929623127,0.650023201480508,0.949928898364305,0.050000848248601
0.05,0.35,0.65,0.95,0.05,0.049993366599665,0.349959022110852,0.64999702770001,0.949997429714131,0.0500015726647689
0.35,0.35,0.65,0.95,0.05,0.350110797211528,0.349966840818524,0.649988351389766,0.950049586594105,0.050005704164505
0.65,0.35,0.65,0.95,0.05,0.649971272629045,0.349998348163354,0.64998145491154,0.950021248834673,0.0500049423280871
0.95,0.35,0.65,0.95,0.05,0.949890660369419,0.349876182153821,0.650011308345711,0.949956439748348,0.0499988969604601
0.05,0.65,0.65,0.95,0.05,0.0500693081412464,0.650049477233551,0.649975589709356,0.950063992873766,0.05000189691782
0.35,0.65,0.65,0.95,0.05,0.350067507271888,0.649972487299237,0.649996090593049,0.950010841246694,0.0500015667639673
0.65,0.65,0.65,0.95,0.05,0.649923436460085,0.649984553572722,0.650010308600031,0.949956896249205,0.0499999470775947
0.95,0.65,0.65,0.95,0.05,0.949961614882341,0.650025067501701,0.649991107668029,0.950025677797385,0.0500026343797799
0.05,0.95,0.65,0.95,0.05,0.0499486620319658,0.950125362112885,0.649978734065371,0.950031632441096,0.0500051475682994
0.35,0.95,0.65,0.95,0.05,0.350057925534202,0.950021705531981,0.650005822972162,0.950007680832641,0.0499962040630635
0.65,0.95,0.65,0.95,0.05,0.649968024983536,0.949989118205849,0.649993572733365,0.950029743136838,0.0500007084337994
0.95,0.95,0.65,0.95,0.05,0.94999703290523,0.949994115233494,0.650012383588546,0.949941792736354,0.0499954745791911
0.05,0.05,0.95,0.95,0.05,0.0500140064323205,0.0499930625301204,0.950004995625932,0.94999563467718,0.0500031873598346
0.35,0.05,0.95,0.95,0.05,0.349920384585857,0.0500340852886438,0.950000200420618,0.950011573731899,0.0500026308000088
0.65,0.05,0.95,0.95,0.05,0.650002741633216,0.0499889698839979,0.950005662183685,0.94999324814853,0.0500044057189371
0.95,0.05,0.95,0.95,0.05,0.950053561437926,0.0500168347830368,0.950003745312642,0.949989735542658,0.0499987034427249
0.05,0.35,0.95,0.95,0.05,0.0499894404752013,0.35002346231613,0.949997146738497,0.950004278310644,0.0500010424439097
0.35,0.35,0.95,0.95,0.05,0.349834963766625,0.350006980064791,0.949998725118348,0.950003981444752,0.0499972392863128
0.65,0.35,0.95,0.95,0.05,0.649997876304042,0.350004288338823,0.950001735491242,0.950001895203968,0.0499973968526319
0.95,0.35,0.95,0.95,0.05,0.950075223190652,0.350036672622082,0.950001983452239,0.949987715270254,0.0500021598272724
0.05,0.65,0.95,0.95,0.05,0.0500024099528673,0.650013943261001,0.949997854659159,0.950003877216659,0.0500000178071787
0.35,0.65,0.95,0.95,0.05,0.349956628992004,0.650015832356075,0.950001376804721,0.949996454155553,0.0500002413518814
0.65,0.65,0.95,0.95,0.05,0.650029832380824,0.650043515757716,0.949998585507274,0.95000399240962,0.0499969795782818
0.95,0.65,0.95,0.95,0.05,0.949990281475039,0.6500109170629,0.950001460696512,0.949999504231528,0.05000009172727
0.05,0.95,0.95,0.95,0.05,0.0499888678168645,0.950045209778182,0.949998803655035,0.949996421542892,0.0499995254649548
0.35,0.95,0.95,0.95,0.05,0.350006661434236,0.949987495941969,0.950000242197348,0.949996087278123,0.0499985502010531
0.65,0.95,0.95,0.95,0.05,0.650052362691895,0.949986770713622,0.950004274131516,0.949998768845944,0.0500041022000914
0.95,0.95,0.95,0.95,0.05,0.950042790180305,0.949996619703597,0.949997145522502,0.94999147674389,0.0499977892759489
0.05,0.05,0.05,0.05,0.35,0.047586974222213,0.179247669206234,0.0270912299747579,0.0940250575367827,0.660086378833512
0.35,0.05,0.05,0.05,0.35,0.347668897789845,0.184580231376458,0.0350662200944498,0.0724735193216475,0.507286827356438
0.65,0.05,0.05,0.05,0.35,0.650536591507262,0.0196776328375563,0.0345507604361046,0.0734625284094363,0.512659593456192
0.95,0.05,0.05,0.05,0.35,0.952459484013161,0.951114473076814,0.0633061614844337,0.038884652487468,0.273288020889595
0.05,0.35,0.05,0.05,0.35,0.0527523383498192,0.337528223637491,0.0422958325361833,0.0594643485092092,0.416186562622897
0.35,0.35,0.05,0.05,0.35,0.351043544709682,0.362972810864449,0.0505659505724907,0.0493237376213074,0.345715433359146
0.65,0.35,0.05,0.05,0.35,0.65227501940717,0.364058491795731,0.0514970825424825,0.0484781368486438,0.339381153000431
0.95,0.35,0.05,0.05,0.35,0.951302375215164,0.9718462562887,0.0493803893405129,0.0502398000098765,0.35465311165899
0.05,0.65,0.05,0.05,0.35,0.0431949100457132,0.512472191825509,0.0506062619388103,0.0494894464500248,0.345825120341033
0.35,0.65,0.05,0.05,0.35,0.350376007696468,0.89144715882685,0.0349108888403862,0.0727328825323639,0.508181818197045
0.65,0.65,0.05,0.05,0.35,0.649304827791639,0.760444980463944,0.0452744220383465,0.0555320311104879,0.387848806218244
0.95,0.65,0.05,0.05,0.35,0.95035063920659,0.947667303087655,0.0269824801944196,0.0947919107566122,0.665485230681952
0.05,0.95,0.05,0.05,0.35,0.0432812886720058,0.757027099170955,0.0542082994652446,0.0456644154619426,0.321350845391862
0.35,0.95,0.05,0.05,0.35,0.350083184923278,0.963308111706283,0.0492538027174305,0.0508128440123983,0.355514574213885
0.65,0.95,0.05,0.05,0.35,0.648536445412901,0.58560105982906,0.084967086884717,0.0282813090598211,0.20074288892647
0.95,0.95,0.05,0.05,0.35,0.950236625521029,0.738362935450368,0.0549623614538177,0.0453248799267385,0.314604028187205
0.05,0.05,0.35,0.05,0.35,0.0508068415656453,0.0461820963391801,0.350581528186012,0.0498582824984624,0.349102007632609
0.35,0.05,0.35,0.05,0.35,0.35011475160718,0.0501203867606819,0.350243799621239,0.0499337190994993,0.349636925035156
0.65,0.05,0.35,0.05,0.35,0.650140431296222,0.0152675365056893,0.324189942890371,0.0565228601317358,0.391647473598823
0.95,0.05,0.35,0.05,0.35,0.949594528530724,0.0492502605484333,0.348522343614604,0.0503364716714714,0.352283110667486
0.05,0.35,0.35,0.05,0.35,0.0505483809392899,0.345732125919312,0.35555416403804,0.0486840547528118,0.341962833539583
0.35,0.35,0.35,0.05,0.35,0.350749712699326,0.352082114928635,0.350400966242887,0.0499118822335731,0.349386309273541
0.65,0.35,0.35,0.05,0.35,0.649447244388284,0.347615496750223,0.351610924117267,0.0496566439978778,0.347584160102997
0.95,0.35,0.35,0.05,0.35,0.930011355230818,0.965071358776186,0.35166975253378,0.0497434063872788,0.347374206321547
0.05,0.65,0.35,0.05,0.35,0.0468944874951376,0.688299426736535,0.338585566139841,0.052816361107034,0.367959227847109
0.35,0.65,0.35,0.05,0.35,0.34914632953587,0.651282715378329,0.349628887255676,0.0500352667004336,0.350622974103317
0.65,0.65,0.35,0.05,0.35,0.651677192866373,0.741610262176437,0.311146727785854,0.0604616888040255,0.412362229125847
0.95,0.65,0.35,0.05,0.35,0.945758300746093,0.656492715177592,0.342684906878276,0.0516921434318647,0.361277188669192
0.05,0.95,0.35,0.05,0.35,0.0486443979588103,0.941248501909172,0.348709592464729,0.0502517099334909,0.352132007555952
0.35,0.95,0.35,0.05,0.35,0.352403828757815,0.997373000340303,0.337362390710041,0.0529609294608235,0.369426170276711
0.65,0.95,0.35,0.05,0.35,0.650406033350009,0.954152182017424,0.348904542317541,0.0502698087948374,0.351659287694929
0.95,0.95,0.35,0.05,0.35,0.948680378118297,0.945778475375846,0.351032965903869,0.0497697525715921,0.348437508771894
0.05,0.05,0.65,0.05,0.35,0.0500914436015591,0.0502512884413591,0.649998296830745,0.0499992242912413,0.349992054269023
0.35,0.05,0.65,0.05,0.35,0.350214395439252,0.0495788978005294,0.650002962705912,0.049998438655166,0.349982369632926
0.65,0.05,0.65,0.05,0.35,0.65002857188847,0.0499120199638128,0.649999285946251,0.0500048649591918,0.350002109604247
0.95,0.05,0.65,0.05,0.35,0.950165461625147,0.0501561241326272,0.649980017100461,0.0500104371676571,0.350024156992731
0.05,0.35,0.65,0.05,0.35,0.0500031357951229,0.350279150319693,0.650013804639457,0.0500062697610701,0.349953696117154
0.35,0.35,0.65,0.05,0.35,0.350032135844231,0.349890880752355,0.650062382221222,0.0499908342026174,0.349911747965962
0.65,0.35,0.65,0.05,0.35,0.64987482556171,0.349917820560222,0.64991314936924,0.0500157625137945,0.350129273203493
0.95,0.35,0.65,0.05,0.35,0.950005787501141,0.350005846497879,0.649979297967548,0.0499971659655785,0.350050130037744
0.05,0.65,0.65,0.05,0.35,0.0499953413977892,0.650014949162141,0.649991425299959,0.050002539691377,0.350013456101806
0.35,0.65,0.65,0.05,0.35,0.349916376595502,0.649901956880058,0.650033784899279,0.0499905493779806,0.349946015085152
0.65,0.65,0.65,0.05,0.35,0.650017491250765,0.649884229489544,0.650007795229612,0.0500021468105842,0.34996163892356
0.95,0.65,0.65,0.05,0.35,0.949926006327587,0.649820181103678,0.650007843060848,0.0499953403550535,0.350005467274059
0.05,0.95,0.65,0.05,0.35,0.0499281886550307,0.950127295118364,0.649969259402496,0.0500106469153252,0.350032093216214
0.35,0.95,0.65,0.05,0.35,0.35001938546884,0.949970984544052,0.650004402379636,0.0499983339577739,0.349985482453121
0.65,0.95,0.65,0.05,0.35,0.649894992967347,0.949884581421884,0.650052788105313,0.0499865513725126,0.34992041049054
0.95,0.95,0.65,0.05,0.35,0.950119957517018,0.950141922105104,0.649951261162641,0.0500079744670074,0.350071605622361
0.05,0.05,0.95,0.05,0.35,0.0500182950490853,0.0499508765969949,0.949999061684139,0.0500034615579352,0.350023962913838
0.35,0.05,0.95,0.05,0.35,0.350017132237554,0.0499754920601845,0.950004797428846,0.0500011164695024,0.34999237395823
0.65,0.05,0.95,0.05,0.35,0.650036829314217,0.0500189856561519,0.950003757495779,0.049996425133827,0.349976792835264
0.95,0.05,0.95,0.05,0.35,0.949937215074897,0.0499687232077122,0.950003864243627,0.0499996021389961,0.349998975172639
0.05,0.35,0.95,0.05,0.35,0.0499761685496196,0.349951310199685,0.950007606646977,0.0500022710766643,0.349977133213542
0.35,0.35,0.95,0.05,0.35,0.349965406232513,0.349986370652914,0.949997528456151,0.0499969132943079,0.349997598910704
0.65,0.35,0.95,0.05,0.35,0.650030456017703,0.350010969123105,0.949998815369327,0.0499960010347422,0.350003181520151
0.95,0.35,0.95,0.05,0.35,0.950090477243066,0.349987061577849,0.95000435912516,0.0500013241544366,0.349984105909243
0.05,0.65,0.95,0.05,0.35,0.0499728168360889,0.650001259054989,0.950001863762736,0.0499993776902556,0.349998008459806
0.35,0.65,0.95,0.05,0.35,0.349928995128721,0.650111570954323,0.950005916296504,0.0499996725702658,0.349977225181647
0.65,0.65,0.95,0.05,0.35,0.649991200065415,0.649980264453916,0.950003310914326,0.0500020585241145,0.349997530036489
0.95,0.65,0.95,0.05,0.35,0.950080855400302,0.650082791456953,0.949995735078119,0.0499997531296685,0.350007485365495
0.05,0.95,0.95,0.05,0.35,0.0500638827652438,0.949987043699366,0.950003645732068,0.050001709976641,0.349984161752218
0.35,0.95,0.95,0.05,0.35,0.349971067176739,0.94997336394772,0.949999842645411,0.0500005542708095,0.349991340648558
0.65,0.95,0.95,0.05,0.35,0.649987277211039,0.950051455583889,0.949998874762969,0.0499974129415932,0.34999946699827
0.95,0.95,0.95,0.05,0.35,0.949923011910869,0.950025798374554,0.94999805745465,0.0499967809082591,0.349998710851651
0.05,0.05,0.05,0.35,0.35,0.0496482564976759,0.0871318756144319,0.0357627513494663,0.496377916284473,0.496988649940249
0.35,0.05,0.05,0.35,0.35,0.348434675426688,0.0195252396515571,0.080232995620463,0.210964794852771,0.211171283852309
0.65,0.05,0.05,0.35,0.35,0.64917389222137,0.188306520627521,0.02923682157234,0.611991089634103,0.611376150647629
0.95,0.05,0.05,0.35,0.35,0.950044829398394,0.0690009146928787,0.0467298328876495,0.375779412686825,0.375911977142096
0.05,0.35,0.05,0.35,0.35,0.0495909174132976,0.312139966314135,0.0548304449330317,0.317572157669929,0.317631277866894
0.35,0.35,0.05,0.35,0.35,0.349997148266993,0.337233707192354,0.0518832715461031,0.336639036773704,0.336588133592159
0.65,0.35,0.05,0.35,0.35,0.650130264384643,0.192698988050324,0.0814803667890374,0.207774649219573,0.207647149096374
0.95,0.35,0.05,0.35,0.35,0.950361033719673,0.20250066517292,0.0652421376435086,0.263872215266019,0.263494031072696
0.05,0.65,0.05,0.35,0.35,0.0498258974403143,0.90042102849111,0.0362766580656171,0.489441317156889,0.489488132530823
0.35,0.65,0.05,0.35,0.35,0.351436638375162,0.48535786040884,0.0639883014227962,0.269345213782799,0.269376337935682
0.65,0.65,0.05,0.35,0.35,0.647188061833731,0.861337434058441,0.046525944781024,0.37747426711212,0.37736841410333
0.95,0.65,0.05,0.35,0.35,0.949780605908018,0.825001277873525,0.044757087045582,0.393174736876972,0.393309474457055
0.05,0.95,0.05,0.35,0.35,0.0447133358102292,0.843068443471566,0.0619166892720386,0.278911362751387,0.278966775629669
0.35,0.95,0.05,0.35,0.35,0.349212942295708,0.978061232250184,0.0481906395871192,0.363550766953267,0.363526309025474
0.65,0.95,0.05,0.35,0.35,0.648939375882037,0.927529573440552,0.0585979170864448,0.2959815581562,0.295731008751318
0.95,0.95,0.05,0.35,0.35,0.951557773514651,0.419780093245208,0.0535828314023092,0.325277418480255,0.324581430642866
0.05,0.05,0.35,0.35,0.35,0.0502934146916232,0.0505368676513172,0.34996190039783,0.350064125739664,0.350057091123745
0.35,0.05,0.35,0.35,0.35,0.347043779329397,0.0606127147621009,0.350093909830321,0.349897196952952,0.349811702995794
0.65,0.05,0.35,0.35,0.35,0.650637534898124,0.0507563611972728,0.351523298835673,0.347735623472545,0.347672992655134
0.95,0.05,0.35,0.35,0.35,0.94958414685243,0.0447380603764032,0.348940757743549,0.351623924754676,0.351631789935709
0.05,0.35,0.35,0.35,0.35,0.0503151859156787,0.347203842247836,0.351302966009825,0.348001571604982,0.348068188177422
0.35,0.35,0.35,0.35,0.35,0.352714870794443,0.372803909878712,0.336546808015555,0.371083482634276,0.370626722607994
0.65,0.35,0.35,0.35,0.35,0.644292375305668,0.463855786132626,0.340255347895436,0.364939382532611,0.365225104731508
0.95,0.35,0.35,0.35,0.35,0.949262928988901,0.326787792579125,0.354016683744703,0.344180862775829,0.343905629370056
0.05,0.65,0.35,0.35,0.35,0.0505092057865113,0.651293720700778,0.349047739175148,0.351399233564734,0.351456957519986
0.35,0.65,0.35,0.35,0.35,0.349557954112242,0.652410494261858,0.348324540605972,0.35261542850094,0.352445177690242
0.65,0.65,0.35,0.35,0.35,0.650001903617522,0.649367578094825,0.35034175394685,0.349551926716231,0.349397172045428
0.95,0.65,0.35,0.35,0.35,0.944475545049045,0.853667254878928,0.348066712743275,0.353055849046086,0.352809966722816
0.05,0.95,0.35,0.35,0.35,0.0500193742827832,0.949826106074397,0.350056769590083,0.349878773395176,0.349835918150347
0.35,0.95,0.35,0.35,0.35,0.350002575592498,0.94857056298315,0.350414516895398,0.349389268152663,0.349352260490377
0.65,0.95,0.35,0.35,0.35,0.650585405877791,0.947767548030242,0.349912101286463,0.350138664711267,0.350162436487153
0.95,0.95,0.35,0.35,0.35,0.950006533181295,0.949721494456753,0.350098145718221,0.349896324158181,0.349867041455582
0.05,0.05,0.65,0.35,0.35,0.0500516267493367,0.0500229382887483,0.650026117451489,0.34998126141727,0.349958444945514
0.35,0.05,0.65,0.35,0.35,0.350057835457847,0.0498250829987228,0.650002960464917,0.349999431171454,0.349992131697945
0.65,0.05,0.65,0.35,0.35,0.649981549613585,0.0500399501033826,0.650005367446283,0.349992275499972,0.349998620200495
0.95,0.05,0.65,0.35,0.35,0.949937367644452,0.0501243444523425,0.65007988812431,0.349892329199065,0.349889485383756
0.05,0.35,0.65,0.35,0.35,0.0500179653754458,0.349986066576093,0.650007779593579,0.349979061866179,0.35000407777261
0.35,0.35,0.65,0.35,0.35,0.350111563166138,0.349757064512232,0.650029825017555,0.349976723897271,0.349968589987839
0.65,0.35,0.65,0.35,0.35,0.650014091515914,0.350007504137466,0.650024376314832,0.349961604661075,0.349997732177144
0.95,0.35,0.65,0.35,0.35,0.950046431764349,0.350005200360101,0.649994959070682,0.350006018757995,0.350018212828218
0.05,0.65,0.65,0.35,0.35,0.0499682128429413,0.650053411722183,0.650004714727402,0.349991619586945,0.34998744726181
0.35,0.65,0.65,0.35,0.35,0.349971683463082,0.650090877374168,0.649975448584883,0.350028048880631,0.350004474166781
0.65,0.65,0.65,0.35,0.35,0.649834232404828,0.649877940188162,0.649995747953653,0.350012226263061,0.350010062218644
0.95,0.65,0.65,0.35,0.35,0.949898020189721,0.649982973380247,0.650030785938725,0.349989788373932,0.349963187123649
0.05,0.95,0.65,0.35,0.35,0.0499874082452152,0.950141741428524,0.649978057801491,0.350034874951234,0.35001506190747
0.35,0.95,0.65,0.35,0.35,0.349938123486936,0.949870425392874,0.649979672511108,0.350013789488003,0.350015552248806
0.65,0.95,0.65,0.35,0.35,0.650060851199669,0.949907203379553,0.649996514752274,0.349970510309504,0.350012619790505
0.95,0.95,0.65,0.35,0.35,0.949887081980705,0.949891687254421,0.650001926813275,0.34999104985036,0.349967355257832
0.05,0.05,0.95,0.35,0.35,0.0499984782654792,0.050015494809486,0.950006711180322,0.349984896369278,0.350006139487959
0.35,0.05,0.95,0.35,0.35,0.349963495391421,0.0499792146729305,0.949997852207161,0.349989683250897,0.350000637117773
0.65,0.05,0.95,0.35,0.35,0.649981499882415,0.0500105477403849,0.950006944709457,0.349999591126107,0.350002599996515
0.95,0.05,0.95,0.35,0.35,0.949944078689441,0.0499163573840633,0.950004924787208,0.349995905067772,0.349984082044102
0.05,0.35,0.95,0.35,0.35,0.0499917371198535,0.350041366997175,0.949999760370702,0.349994024611078,0.349995212513022
0.35,0.35,0.95,0.35,0.35,0.350001037222682,0.34993168804067,0.949995126051363,0.349995404132642,0.349992837487662
0.65,0.35,0.95,0.35,0.35,0.649975763612019,0.349878218388767,0.950000091186666,0.35000607973052,0.350004014158912
0.95,0.35,0.95,0.35,0.35,0.949959551537177,0.350029067136347,0.949993076384999,0.349995786324143,0.349998637655517
0.05,0.65,0.95,0.35,0.35,0.0500225259456784,0.650045115617104,0.949993992689997,0.350004190928303,0.350009506102651
0.35,0.65,0.95,0.35,0.35,0.350087270140648,0.650025404989719,0.949999310076237,0.349991880357265,0.349995233118534
0.65,0.65,0.95,0.35,0.35,0.650038111722097,0.649876782670617,0.949990300112404,0.350004083011299,0.350000326288864
0.95,0.65,0.95,0.35,0.35,0.949932376272045,0.649914137320593,0.9500023011351,0.349988694069907,0.349996922537684
0.05,0.95,0.95,0.35,0.35,0.0500436138318037,0.949952715061954,0.950006634557212,0.349999508907786,0.349997874240216
0.35,0.95,0.95,0.35,0.35,0.350008814493776,0.949947623288608,0.950002353958553,0.349999306279642,0.34998803480994
0.65,0.95,0.95,0.35,0.35,0.650024582719197,0.949975702125812,0.950003586440289,0.350000246602576,0.349985758744879
0.95,0.95,0.95,0.35,0.35,0.949916264478816,0.949997817260737,0.94999822875252,0.349999015728827,0.35000922378822
0.05,0.05,0.05,0.65,0.35,0.0511892697977601,0.0259781010900042,0.0490531471805298,0.663071382929047,0.357091484620469
0.35,0.05,0.05,0.65,0.35,0.350225095869973,0.0425616435240954,0.0374494210118428,0.878132689162157,0.473419521469623
0.65,0.05,0.05,0.65,0.35,0.650980589123719,0.00399244083200756,0.0757655294582946,0.417495417097598,0.22498466077559
0.95,0.05,0.05,0.65,0.35,0.950250762996802,0.0301283630469698,0.0464327633962967,0.702316446369878,0.378221759656299
0.05,0.35,0.05,0.65,0.35,0.0486722122586798,0.480443751264829,0.0330971683724783,0.999292166728992,0.538424725469667
0.35,0.35,0.05,0.65,0.35,0.356774350737396,0.12688842487114,0.0588703186294879,0.547672804277681,0.294205618127307
0.65,0.35,0.05,0.65,0.35,0.650812632171437,0.301257261657156,0.04977237212006,0.653100938419811,0.351772317430004
0.95,0.35,0.05,0.65,0.35,0.949672778731838,0.414272005451494,0.0538678426109982,0.601065563334487,0.323735047717491
0.05,0.65,0.05,0.65,0.35,0.0499667106196284,0.685306811850751,0.0475476996798534,0.6853657028405,0.368980005965568
0.35,0.65,0.05,0.65,0.35,0.346971482678782,0.81613603697042,0.0373948558408301,0.878656113491161,0.473754301085137
0.65,0.65,0.05,0.65,0.35,0.645964141345758,0.73391208373323,0.0654577368532046,0.488755827347632,0.262731395832816
0.95,0.65,0.05,0.65,0.35,0.949176782887662,0.963159812992672,0.0510864808748011,0.635525314282859,0.342111647798447
0.05,0.95,0.05,0.65,0.35,0.0498554185032845,0.821054577827454,0.0576286241412163,0.559210360050201,0.301001287996769
0.35,0.95,0.05,0.65,0.35,0.350607179560143,0.711786216017913,0.0648166993237282,0.493551194752854,0.265280567042282
0.65,0.95,0.05,0.65,0.35,0.648377570061712,0.927561283489922,0.0561370050709229,0.575971792655764,0.310248116118601
0.95,0.95,0.05,0.65,0.35,0.951461392396595,0.52612193414825,0.046149159577908,0.707133368530776,0.3806982121896
0.05,0.05,0.35,0.65,0.35,0.0500372765236534,0.0501057339133695,0.350043437094428,0.649877758143703,0.349940007959958
0.35,0.05,0.35,0.65,0.35,0.349921648390591,0.0499599763425067,0.349644276313484,0.650968652567826,0.350524315959774
0.65,0.05,0.35,0.65,0.35,0.649997168571645,0.0499897807185334,0.350007437920794,0.649982030396131,0.349993676956728
0.95,0.05,0.35,0.65,0.35,0.948884374578483,0.0479496823172667,0.350223038389231,0.649453848338453,0.349637672952667
0.05,0.35,0.35,0.65,0.35,0.0498926657019183,0.350761402631178,0.349886250449345,0.650284732691944,0.350161937298253
0.35,0.35,0.35,0.65,0.35,0.349572638981044,0.348947996797506,0.350034131784923,0.6499873388384,0.349966650857823
0.65,0.35,0.35,0.65,0.35,0.650116349424934,0.350264986947877,0.349942645465489,0.650160084391246,0.3500762914191
0.95,0.35,0.35,0.65,0.35,0.949872194905765,0.34964206154109,0.350044081831584,0.64988882796024,0.350002469029278
0.05,0.65,0.35,0.65,0.35,0.049497296095069,0.650773181325349,0.350228395000158,0.649331395590707,0.349631514467546
0.35,0.65,0.35,0.65,0.35,0.349825270008296,0.649503416731022,0.350128327147104,0.649654583656229,0.349833215586841
0.65,0.65,0.35,0.65,0.35,0.650045814923942,0.649637540918775,0.350111664854921,0.649697658489458,0.349842290626839
0.95,0.65,0.35,0.65,0.35,0.949979642209655,0.650026628623891,0.349999991805817,0.650004136026837,0.34995566130965
0.05,0.95,0.35,0.65,0.35,0.0500679494871292,0.949936419347068,0.349946929258294,0.650135789153865,0.350080299132969
0.35,0.95,0.35,0.65,0.35,0.350051946472377,0.95042396595818,0.349876841821242,0.65031171272858,0.350193983409554
0.65,0.95,0.35,0.65,0.35,0.649973462510388,0.949751212552655,0.350021897058468,0.649928593862569,0.349978547979845
0.95,0.95,0.35,0.65,0.35,0.949895129400829,0.949365743887029,0.350235703503131,0.649263928477012,0.349597181040735
0.05,0.05,0.65,0.65,0.35,0.0498961403500289,0.0501108552562073,0.649981890921481,0.650047179777175,0.350007695844397
0.35,0.05,0.65,0.65,0.35,0.350074362009764,0.0498832315206528,0.649994587525725,0.650035569444299,0.349987894296646
0.65,0.05,0.65,0.65,0.35,0.650003540802572,0.0499675141254556,0.650012976926519,0.650028247771843,0.349967938156624
0.95,0.05,0.65,0.65,0.35,0.950126896146685,0.050159698468633,0.65000036417041,0.649981534574181,0.349994955118746
0.05,0.35,0.65,0.65,0.35,0.0499478034489584,0.350179038588976,0.64998241781359,0.650040441052624,0.350007258950427
0.35,0.35,0.65,0.65,0.35,0.350066067534499,0.350009682239033,0.650006764451973,0.649995152489282,0.349994460935704
0.65,0.35,0.65,0.65,0.35,0.650134982352029,0.350075157461106,0.650006595140439,0.649972177481686,0.349994429765502
0.95,0.35,0.65,0.65,0.35,0.949979036435252,0.350034575498285,0.649988693352498,0.650034019134182,0.350026904834522
0.05,0.65,0.65,0.65,0.35,0.0499279929790646,0.649965901277028,0.650005926960148,0.649994056322612,0.349977447185665
0.35,0.65,0.65,0.65,0.35,0.349905381561257,0.64992942858953,0.649992073769681,0.650027309427969,0.350014182506129
0.65,0.65,0.65,0.65,0.35,0.650022342801094,0.649961449205875,0.650018632411957,0.649981185793877,0.349959328770638
0.95,0.65,0.65,0.65,0.35,0.949849708544207,0.649838849269145,0.650029458578501,0.649955907851108,0.349974955977814
0.05,0.95,0.65,0.65,0.35,0.05001618762617,0.949989757500589,0.649994491890538,0.650006407668116,0.350005608255742
0.35,0.95,0.65,0.65,0.35,0.349959328770638,0.949953310191631,0.650012336671352,0.649973630905151,0.349982589483261
0.65,0.95,0.65,0.65,0.35,0.650007414951688,0.950130278208235,0.649994988161779,0.65001837570162,0.349994580596103
0.95,0.95,0.65,0.65,0.35,0.950037956237793,0.949963822960854,0.64999944716692,0.649996668100357,0.349987961351871
0.05,0.05,0.95,0.65,0.35,0.0499396536324639,0.0499351912876591,0.950004437851021,0.649997696862556,0.349984053173102
0.35,0.05,0.95,0.65,0.35,0.350053227535682,0.0500060091144405,0.949994629831053,0.649998022738146,0.350003568048123
0.65,0.05,0.95,0.65,0.35,0.650071004056372,0.0499194901203737,0.950002559227869,0.649972888408229,0.349995133816265
0.95,0.05,0.95,0.65,0.35,0.950052108732052,0.049999991315417,0.94999371713493,0.650008152937517,0.350012546870857
0.05,0.35,0.95,0.65,0.35,0.0500233652201132,0.349911609533592,0.950001007149694,0.649994747924211,0.350000056554563
0.35,0.35,0.95,0.65,0.35,0.349974308162928,0.350055769085884,0.950000490993261,0.649996051564813,0.349986402317882
0.65,0.35,0.95,0.65,0.35,0.649976455955766,0.350000027799979,0.950001721037552,0.64999545016326,0.349999818834476
0.95,0.35,0.95,0.65,0.35,0.950033240951598,0.349996566772461,0.950004760175943,0.649993454571813,0.350001572631299
0.05,0.65,0.95,0.65,0.35,0.0499728388313088,0.649934455213952,0.950004311256635,0.649994764884468,0.349997879580769
0.35,0.65,0.95,0.65,0.35,0.350015476476983,0.649974959211249,0.949990587221691,0.650005376206536,0.350004508829443
0.65,0.65,0.95,0.65,0.35,0.650038758962182,0.650015655250172,0.950003463833127,0.649995984880661,0.350000752558117
0.95,0.65,0.95,0.65,0.35,0.949990770393924,0.650016049730766,0.9500007108727,0.6500003033143,0.349996638862649
0.05,0.95,0.95,0.65,0.35,0.0499386839801446,0.950052250409499,0.950000110315159,0.650003269664012,0.350002002902329
0.35,0.95,0.95,0.65,0.35,0.349911545479699,0.950046421525258,0.950001306400736,0.649991292875711,0.349993509105843
0.65,0.95,0.95,0.65,0.35,0.650021411129273,0.950011026114225,0.950008968589827,0.649988882010803,0.34999437967781
0.95,0.95,0.95,0.65,0.35,0.94997450709343,0.950022876262665,0.949995338916779,0.650001257658005,0.350000292062759
0.05,0.05,0.05,0.95,0.35,0.0502964393235743,0.0350142597453669,0.0580785394413397,0.81095745624043,0.298701641848311
0.35,0.05,0.05,0.95,0.35,0.348661897995044,0.0304189123562537,0.0490575828007422,0.969305384060135,0.357092190010007
0.65,0.05,0.05,0.95,0.35,0.646386487875134,0.188125282526016,0.0633062225533649,0.740822118590586,0.272209087968804
