"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1115","log_lik[1,39,7]",1.21924861178724,1.604341885926,1.02981769991505,0.517169304493984,-0.848021552760327,2.00107067081137,1.00039318793211,6299.58936462164,4097.81682296755
"1116","log_lik[2,39,7]",1.48824296611263,1.76939160732191,0.737854233065233,0.300227228255214,0.0425030575707925,2.00850638653189,1.0016688206037,2312.2851841181,2531.69057937941
"1117","log_lik[3,39,7]",1.49346178584755,1.76808164401262,0.728102392911607,0.301392123760704,0.0945815999190638,2.00858249458237,1.00154001918664,1894.00992791823,2249.01177018466
"1118","log_lik[1,40,7]",0.239804059359447,0.611065376699311,0.96145992639966,0.481044012075998,-1.78942432696471,0.977383528890398,1.00120998081121,3123.55006744864,3216.73160342519
"1119","log_lik[2,40,7]",-1.48910198356498,-1.02766552296004,2.04276747113737,1.84680618113217,-5.37776901040868,0.88161769021357,1.00026812902844,8207.46193293501,3823.26921814642
"1120","log_lik[3,40,7]",0.608826944523123,0.872221421628203,0.640208383275726,0.143738142118064,-0.718474686990718,0.994735735977868,0.999777555059103,6527.60619344878,4864.864416279
"1121","log_lik[1,1,8]",1.15483373803447,1.45361270915748,0.78076696935694,0.36459966584234,-0.416993205029282,1.74101189997235,1.00053891130286,3945.42735920744,4214.54311988246
"1122","log_lik[2,1,8]",1.16417891212861,1.48892170872233,0.83190738056128,0.316537056125838,-0.540037842290514,1.74238175411195,1.00012438881148,5756.56992859868,4793.90397064539
"1123","log_lik[3,1,8]",1.31950918071154,1.53036470063298,0.580162396322568,0.264997864092934,0.318858667619016,1.74613354167474,1.00180004197385,2458.49792735159,4339.20697411999
"1124","log_lik[1,2,8]",1.14858923590204,1.47719484768977,0.848681549420874,0.44615834154804,-0.661776231693941,1.82384628808197,1.00067132199274,2257.58835730741,2698.39814026962
"1125","log_lik[2,2,8]",1.28759994955823,1.58086809794777,0.744639254601477,0.315378732021679,-0.270436453057501,1.83235518395035,1.00025509508827,2315.90132971909,2717.57482619347
"1126","log_lik[3,2,8]",1.28036312758067,1.56740685589248,0.750495946155393,0.330531950361404,-0.206393869242582,1.83208758673748,1.00022194659896,2252.65230806713,2222.17145570119
"1127","log_lik[1,3,8]",0.46412697703244,0.731342643847542,0.675786743751811,0.28852792704156,-0.894278612344698,0.96155673780409,0.999880452037305,7196.44039557242,4248.06441360398
"1128","log_lik[2,3,8]",0.333735914450931,0.645296247296229,0.837599850799245,0.390691307134096,-1.29156600060879,0.955141547025191,1.00029018205655,7163.35499812136,3573.72063660648
"1129","log_lik[3,3,8]",0.444507458918262,0.706469974954537,0.673734302939183,0.311748820994906,-0.999264607430973,0.95441523118913,1.00074867233606,2003.56659944244,2098.51529857475
"1130","log_lik[1,4,8]",0.130173843485656,0.622693239537686,1.57331562064391,1.21630324359579,-3.09436172998559,1.62337307203721,1.00097284764017,5123.52127618474,2590.68585115741
"1131","log_lik[2,4,8]",1.15294305526175,1.41374402581602,0.678688797025834,0.30955971752782,-0.297014952238838,1.66015481938275,0.999631125056302,5514.95005816794,3566.14897359374
"1132","log_lik[3,4,8]",1.24367693557911,1.42637011494161,0.4793477459779,0.288898457809077,0.270876472551184,1.66012744187907,1.00098911976725,1962.25200471117,2719.82116846887
"1133","log_lik[1,5,8]",0.741128686984716,1.03271371737357,0.728951026331598,0.278868778085761,-0.748234636631367,1.25424073476421,1.00021568110136,6212.01420935991,4081.12700694326
"1134","log_lik[2,5,8]",-1.61923405236518,-1.07070988218266,2.30302718827098,2.12114730949703,-6.05862640160313,1.09000706953428,1.00166318986459,8824.94980391819,3588.38753149303
"1135","log_lik[3,5,8]",0.948952458893901,1.14546379920715,0.493235875760145,0.120473280526623,-0.0553924649162142,1.25523792981465,0.99958129333357,6365.70329803606,4962.42577795307
"1136","log_lik[1,6,8]",0.723964335736463,0.858447039848394,0.3851594727892,0.314779549845928,-0.00948176119218771,1.11481204390301,1.00099197533576,2232.25428297674,2576.82300326695
"1137","log_lik[2,6,8]",0.712435259882552,0.894699497434573,0.538996932955491,0.270827380745693,-0.159670425794045,1.11550647434118,1.00052959902993,2154.57529958084,4071.60469942366
"1138","log_lik[3,6,8]",0.597622540730315,0.866865481142672,0.696819860595596,0.314430376820091,-0.865219435689858,1.11759709486778,1.00199587322747,1750.19715861196,1734.55519626841
