"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"13933","log_lik[2,16,114]",0.262626204090864,0.781028157339338,1.75538389659359,1.4278729067758,-3.17850860648985,2.0108576805941,1.00061509500757,9990.06652504239,3030.89320457472
"13934","log_lik[3,16,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13935","log_lik[1,17,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13936","log_lik[2,17,114]",1.22839507517905,1.68229907790711,1.16435527531208,0.582691762192766,-1.23558835432693,2.13109193371951,1.00050387100614,4670.30465400078,3083.58326886718
"13937","log_lik[3,17,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13938","log_lik[1,18,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13939","log_lik[2,18,114]",1.21738841841192,1.74578531956897,1.89267611995206,1.57140266300507,-2.51442417863063,3.12310420002159,0.999720693408399,10458.4408187854,4343.35136816055
"13940","log_lik[3,18,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13941","log_lik[1,19,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13942","log_lik[2,19,114]",2.11465608261387,2.62726237147757,1.45646241314269,0.954529662981535,-0.790283061624106,3.37395727651128,0.999826306158468,8183.18836832215,4117.42624783057
"13943","log_lik[3,19,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13944","log_lik[1,20,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13945","log_lik[2,20,114]",2.21634618735554,2.68497977573755,1.38215859815791,0.898875429108274,-0.597709114761315,3.39400191088543,1.00000659676299,7682.90594041984,4130.13505320581
"13946","log_lik[3,20,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13947","log_lik[1,21,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13948","log_lik[2,21,114]",-0.183005638161665,0.273512917881949,1.43650639322502,1.04496927894087,-3.03643383437317,1.09641193379767,1.0011663767431,7989.79942311291,3926.61541567675
"13949","log_lik[3,21,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13950","log_lik[1,22,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13951","log_lik[2,22,114]",2.02175106781407,2.36159677927877,0.866641484450034,0.504332799725268,0.159841377734403,2.7562339351896,1.00088730939452,3147.32781901314,2959.47600900308
"13952","log_lik[3,22,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13953","log_lik[1,23,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13954","log_lik[2,23,114]",1.28387766242705,1.46856806846309,1.10828410741067,1.29898207382402,-0.761197216110909,2.71011909495535,1.00322186245975,4373.81407748344,2303.89296626736
"13955","log_lik[3,23,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13956","log_lik[1,24,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13957","log_lik[2,24,114]",-1.89668334995751,-1.36957448807383,3.2828318376129,3.19569879200653,-8.03649735062803,2.47562905403477,1.00105267869193,11109.7351300023,2837.58423006402
"13958","log_lik[3,24,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13959","log_lik[1,25,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13960","log_lik[2,25,114]",1.82397500261369,2.09091480595453,0.689691906630951,0.181741795035431,0.492704245836808,2.25298349378436,0.999713460693013,6747.19907869844,4766.73821727299
"13961","log_lik[3,25,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13962","log_lik[1,26,114]",2.49952099758892,2.82156973199726,0.791083154746236,0.268184334844467,0.892067656696304,3.04021526694501,1.00066718206004,6543.63922161629,4459.45025000536
"13963","log_lik[2,26,114]",1.86644876703807,2.31596842945017,1.31197141274967,0.914599783442993,-0.759350051745049,3.01946037378312,1.0005643870178,6861.17146984464,4194.12021867319
"13964","log_lik[3,26,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13965","log_lik[1,27,114]",2.80968662171174,3.18057279487189,0.988641836278247,0.476146520338241,0.752480476329238,3.55258806446681,1.00016268443673,5094.95625325884,4202.46491207373
"13966","log_lik[2,27,114]",2.04384002066483,2.5684811831797,1.62126836199249,1.20339457598269,-1.17956933961092,3.52532564367851,0.999894559308049,8281.35163177721,3897.40379900239
"13967","log_lik[3,27,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13968","log_lik[1,28,114]",2.53940676065219,2.85499885431286,0.84441944242182,0.376298895797792,0.836332620525729,3.15237210358182,1.00060890363137,3240.69017499988,3271.14992893912
"13969","log_lik[2,28,114]",2.65800532423239,2.90606520858486,0.639943085105911,0.309171927414644,1.32810990244372,3.15686360694106,1.00043447440462,2111.22252143113,2209.08105927456
"13970","log_lik[3,28,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13971","log_lik[1,29,114]",1.56407145253671,1.9550518699207,1.18531114289467,0.780975934094584,-0.890950661391228,2.58164477895666,1.00046644945921,5531.27451491462,3447.19154995055
"13972","log_lik[2,29,114]",0.970711571938091,1.49518416739625,1.65533388425601,1.32942169447015,-2.2835315408456,2.56376314086806,1.00004238345651,6911.10190770376,3913.02918083074
